0	125000
1	4,013,125
2	6,250
3	7,500
4	7,500
5	9,375
6	6,250
7	6,250
8	6,250
9	7,500
10	6,250
11	6,250
12	6,250
13	150,625
14	150,625
15	123,750
16	106,250
17	75,000
18	75,000
19	56,250
20	112,500
21	75,000
22	93,750
23	106,250
24	2,500
25	2,500
26	2,500
27	5,000
28	7,500
29	7,500
30	7,500
31	7,500
32	9,375
33	9,375
